,text,likes,dislikes
110,The gays and lesbians are pissed. They can eat shit.,2,0
111,This is gross! filthy Spanish man!<br>Ban him life time!,0,0
112,Joint crazy fr <br>A kiss is a powerful tool - look at Judas,0,0
113,You got to show some ethics at work. A female team isn&#39;t a harem,0,0
114,"What Luis did is wrong, However the verdict against him is cruel! This happened at heat of that moment, after the win the entire Spanish team  and officials were carried away . Soberly ,consider Luis role in the win. Accord him some &#39; kindness:.",0,0
115,Hi,0,0
116,The crotch grabbing is frequent in latin football. Its a salutation to the bravery of the team  Big Cohonas ....big bollocks. Seen it from renaldo and the Athletico manager a couple of years ago. No biggie to the men players. Maybe the women need their own grab move.,0,0
117,"The Premier League has racist Referees. They claim to support an anti-racist agenda by kneeling before kick-off, but there are no single black, Asian, or Spanish Referees officiating in the games. This is a Colonialist agenda that should be removed from our sports. The White man has dominated the Refereeing of games. It has to stop now.",0,0
118,Imagine being Spanish and showing your culture. Imagine being Spanish and showing your culture.,0,0
119,"Here&#39;s a fun fact: All these self righteous women who are crying sexual assault about a half second peck on the lips are the same people who give their teenage sons and daughters smart phones with access to a free treasure trove of the most depraved sexual content the world has ever seen. So, hey, you self righteous hypocrites, get over it.",0,0
120,"Men needs to be out of women’s sports at any level, let them run their sport their way so we avoid drama &amp; misunderstandings, period!",0,0
121,"When in doubt, fire the person, when it&#39;s a man.  Probably shouldn&#39;t have done that, but far from a cause to fire or suspension.  Had genders been reversed, she would not have been removed.  That&#39;s the world we live in.  walking on eggshells",0,0
122,What if a representative would kiss a member from men representation like that?? For sure It would has been treated as a friend kiss. But what if this representative is turned to be gay?,1,0
123,He got emotional about the winning and he did it and fired out for that ?,0,0
124,He should bow out. Why on earth would you do something like that in the first place? It&#39;s unprofessional. Simple as that. A traditional kiss on the cheek wasn&#39;t enough? What makes him so special?,0,0
125,Just revolting... In this day and age i cannot believe ANY man thinks it&#39;s ok to do this... He should have gotten a huge slap once he let her go... What a pig of a man... 🤢🤢🤮🤮,1,0
126,"This man is being lynched. That kiss was simple a reaction of the moment. We all can get caught in a moment . Even if I agree that it was a mistake , the reaction is not over blown.",0,0
127,It’s on camera bro just resign 😅sadistic guy . How can you justify kissing her idc how happy you are. Does she not have a husband or bf wtfffffff,0,0
128,Sorry that the overjoy has turned out so differently,0,0
129,Why they want HIM to resign in the first place. Should be suspended with immediate effect. Of course he&#39;d like to keep his job!,0,0
130,"If this was the other way around, and he complained, you just know you&#39;d never hear the end of it from women who would say things like &quot;He needs to grow up, a kiss between a man and a woman is perfectly natural&quot; or even &quot;He must be gay.&quot;",0,0
131,"Please resign, fool!",1,0
132,What happened?<br><br>This is what happens when mixing L &amp; N electric &amp; now see the mess up Western society,0,0
133,"Troublemaking women. Major fuss about very little, but that&#39;s women for you.",0,0
134,Let him cook .. let him kiss,0,0
135,"havent see her pushing him back wtf are we talking about., if she was trying to push him away and he was still pulling her sure fuck him, but this never happened",0,0
136,FFS You English are making such a big thing about this kiss. No ones talking about the English loosing anymore.,0,0
137,I’m sick to death of this crap now just sack him simple as,0,0
138,Fun fact: Luis rubiales has confessed of bieng Asexual.<br><br>Lets see if the Karens have anything to say now. He says he was happy for the country but finds  even yhe concept of s woman or sex repulsive.,0,0
139,"Woman looks like an yakhusha member. Graffiti all over the body.Yet nobody has the right to kiss somebody without the consent of the other party.Did the woman protest? If the woman is a virgin ,it can be a serious offence.  For the interests of the game, just forget the incident.",0,0
140,"Woman’s soccer is in the gutter as woke men-hating lesbians and their supporters attempt to remove a good man from his job, career and income over a kiss on the lips.It’s called toxic femininity. The weak and cowardly football authorities are also submitting to the baying drooling mob of rabid women. Disgusting.",1,0
141,"Spanish Government should launch full public enquiry into sexism and misogyny at the Spanish FA !<br>Sounds like the complete Spanish FA delegates need to be replaced, not just Vilda &amp; Rubiales !",0,0
142,"If she&#39;s not your wife, don&#39;t touch her!",0,0
143,"Kiss from hell,",0,0
144,"inglesi avete perso i mondiali femminili di calcio , consolatevi con i baci proibiti",0,0
145,I watched that it was downright UNCOMFORTABLE even to watch. My goodness! With all the world watching he had to act like that? Fire him!,0,0
146,Why?? they asked for equality,0,0
147,Mens gave them tournament and this is the way women pay off.,0,0
148,A kiss and now a witch hunt…... it&#39;s like a Walt Disney&#39;s fairy tale film script in 2023! Go woke Go broke...... actually a film in production comes to my mind as does &#39;my&#39; appropriate title as follows; &quot;Not Snow White &amp; Not The Seven Dwarfs&quot;.....There is a &#39;now&#39; controversial unsolicited kiss in that tale too..... NO CHARGE NO TRIAL NO CONVICTION....but this man is to lose everything and suffer the infamy of public ridicule and disgrace... A kiss and a witch hunt......,0,0
149,IT SEEMS HE IS * JHONNY SINS  * BROTHER,0,0
150,Talk about a mountain made out of a mole hill get over it move on,0,0
151,"Why do people these days make every little thing a big deal? Also if it happened as you wished why you jump before the involved parts? No respect, no privacy and no through investigation in the world we are in today. We are in an era where everything and anything is a problem.  It seams we live in a an upset dowm world.<br>I remember one day I was in college&#39;s tutoring center when a civil engineer professor from Brazil came to the college, saw me, ran toward me and hugged me with joy and kissed me in front of everyone. I&#39;m a  Muslim female. This professor came to do a project in the United States, and we  took an English course together. We&#39;re once classmates, but we haven&#39;t seen each other since then, so he saw me and became excited. I didn&#39;t give my concent to hugging me or kissing me, and I knew that he didn&#39;t mean anything. I got shocked because I wasn&#39;t expecting but I knew he did with good intentions and he was like my dad. There&#39;re many people who have a good heart and care about people they work with, study with or neighbor with so please reporters don&#39;t make everything negative and those involved don&#39;t chose your own interest over the loyalty amd justice. It&#39;s not good to make money from destroying other&#39;s lives and reputations.",0,0
152,seems that the entire first world has become lunatic,0,0
153,A single kiss investigation!???? Fake society,0,0
154,He has no bad intention... He just did out of excitement❤❤❤,2,0
155,Society is fake with woman....woman taking too much advantage in our present society.... Thui,0,0
156,Wait for a minute!!?? What if a lady kiss a guy....!???? Would it ne the same??????,1,0
157,"A female demanded a kiss from a guy in Spain and it wasn&#39;t seen and sexual assault or inappropriate - double standards.  <a href=""https://youtu.be/YORmbN-FHm8?si=gSRWKAEWHXc7LCTg"">https://youtu.be/YORmbN-FHm8?si=gSRWKAEWHXc7LCTg</a>",0,0
158,"Woman…, always having to COMPLICATE things. 👎👎👎",0,0
159,And it wasnt only that kiss. I saw the vid when he went to hug the other female players and he seemed very handsy but also seemed to me to be pressing/rubbing his crotch against them with every one he hugged. so uncomfortable to watch. does he not know to keep his junk away when hugging people who arent his partner. wtf dude.,0,0
160,Women football it&#39;s ridicoulous even after the conclusion of the games...it&#39;s not a sport for women..,0,0
161,That is real hard for him because men does hit men on their buttocks in sports and women as well with no consent 😅,0,0
162,What if your female boss kisses your lips for your achievement. Will they still condemn her? 😊,0,0
163,"Fifa are not in the position to punish anybody. It is just a kiss. It is not a big deal. Girls do it every day. They jump on stages and kiss male singers on the lips in the moment of excitement. Is that a crime? In fact, Fifa have done far much worse than that. They were accused of violating human rights in Qatar. They killed thousands of workers. Do you think they should be in charge of punishing a man for a kiss that lasted for less than a second? Give me a break. I guess nowadays,  a kiss is worth more than human lives. There are bigger things in life than a kiss that Fifa should be worried about like allowing  women in the middle East to pursue sports and live in freedom.",0,0
164,Everything was wrong with the world now she recorded her and her friend  laughing on the bus about the kiss and clearly saying how funny it and then  suddenly she&#39;s trying to ruin him,0,0
165,"What if it was on the forehead, would it have been okay?",0,0
166,Just quit you pathetic loser! No one wants you as their president.,0,0
167,Ok try to kiss a woman and see her reaction but now in this day of age you can just take the kiss smile and after words state I didn&#39;t consent? Lmaooo,0,0
168,Bravo FIFA!!!,0,0
169,"Not only was the kiss inappropriate, worse still was him grabbing his crotch, in full, view of TV cameras and members of the Spanish Royal Family. What an arrogant prick he is",0,0
170,"I&#39;m embarrassed to be apart of such a pathetic and sensitive society. <br><br>Everybody is insistent on becoming a victim. It&#39;s embarrassing. God help you if you ever have to experience an actual crisis. <br><br>I will never watch womens football again, good luck to them!",0,0
171,"This kiss, this kiss, unmistakable, immemorable, unforgettable, it&#39;s criminal..",7,0
172,The ladies sweet lips were irresistable.What could he do?,0,0
173,F-- kin perverts!,0,0
174,That good take it to prison and is not good to lead anymore,0,0
175,"A kiss doesn’t have to be sexually charged, could it be that he was just excited and got carried away?<br><br>Vilifying him is inappropriate.",0,0
176,"Awkward and a misjudgment on Rubiales’ part, but I think likening this to assault is a bit much given the circumstances. Rubiales should’ve apologized sincerely and explained himself instead of defiantly making it more of a flashpoint and Hermoso, though it’s not in any way her fault, could’ve denounced what he did in the moment without making it the talking point of the World Cup or going after his head. Even if Rubiales steps down, the real losers here are the Spanish women’s football team and that’s a shame; they just won a World Cup and this is all anyone’s talking about",0,0
177,"This is so blown out,yes he should not of kissed her but he did not rape her,Cmon woman,you will ruin this guy he don&#39;t deserve this but you will prob get money for it wow !!!!!!",0,0
178,PLS. HAVE RESPECT TO ALL THE LADY’S ✊️<br>🤦🏻‍♂️🙅🏻‍♂️ 😳🙈 😡😤‼️,0,0
179,Gay People hate normal behaviour,0,0
180,OMG that is not considered consent. LOL! He’s never been caught or exposed. That’s all.,0,0
181,I&#39;m not agreeing with what happened but I wonder if it was a female (same sex) kissing the player would it be acceptable😊,0,0
182,She is not pretty ! So he must be desperate. <br>Below 5 !,1,0
183,Just imagine if this happened to you. Unhygienic and gross and you can&#39;t do anything in front of the cameras.,0,0
184,It would have been OK if he kissed a guy instead !,1,0
185,Spain coach big scandal in FIFA  women women world cup,0,0
186,"I think the lift looks really bad actually, never mind the kiss. We don&#39;t actually see the kiss very graphically, but the lift looks sexual and inappropriate.",1,0
187,"Fuxk this, y&#39;all are blinded by feminism.",0,0
188,FIFA is really useless organization. Only mafias are running the organization. Stop blaming the president of Spain football this guy was overwhelmed that’s why he did that. If you’re happy you can do things that you cannot remember you did,0,0
189,This is a joke 😂😂its only a kiss white people your lifes are just a mess it was just excitement its not a big deal,0,0
190,He was completely wrong for kissing her. He should be held accountable. Also. All the women who give men an unprovoked kiss as a &#39;victory reward&#39; for an accomplishment should also be held to the same standard!,0,0
191,YOU HAVE TO SEE THE NEW VIDEOS OF THE TEAM CELEBRATING IN THE BUS  😂😂😂😂😂,0,0
192,Sacked for kissing someone wtf,0,0
193,Typical women sports.,0,0
194,&quot;,0,0
195,You&#39;d think he&#39;d stuck a cheeky finger or two in there. These women should celebrate their victory instead of witch hunting a man who was clearly overcome with joy.,0,0
196,The shocking part of the story is that he refused to apologise even after the lady in question made it public that she didn&#39;t consent to the act. <br><br>That&#39;s so gross and capital.,7,0
197,"<b>Shit Western Culture  is that, wonder no public sex yet.........hahhha</b>",1,0
198,Is the player herself offended or we are fighting someone&#39;s battle. Some advice needed.,0,0
199,"Seriously though, how do you consent in such a situation 😅",0,0
200,How many of the 82 players are lesbians? &amp; how many sexually normal?,0,0
201,How childish...a kiss is just a kiss...,0,0
202,Kiss of joy guys,0,0
203,"<a href=""https://www.youtube.com/watch?v=SPfWZe2T74M"">https://www.youtube.com/watch?v=SPfWZe2T74M</a>",0,0
204,"<a href=""https://youtu.be/vPahIUdK8Xg?si=HjbALbWysRls-dZ2"">https://youtu.be/vPahIUdK8Xg?si=HjbALbWysRls-dZ2</a>",0,0
205,What a sad pathetic lowlife society full of angry hairy armpits women who cannot find dlck.,1,0
206,I don’t think the president of Spain’s soccer meant any harm in what he did. It makes zero sense that he would kiss the women on the lips in front of millions of people to mean anything more than great congratulations for winning the cup. And women that see it for more than that just hate that dude. Women just look for reasons to beat a man down because they don’t like him. I honestly believe he meant zero harm or anything sexual in kissing this woman on her lips.,0,0
207,"I thought this is what western values promote, *degeneracy*!!!",1,0
208,"Luis Rubiales is a pig that should not work inside any form of sports organization after this.<br>He is a predator with no respect for women, that gives a totally wrong impression of how most us men are.",0,0
209,"He didn&#39;t bother to ask for her consent, probably he forgot, he was being watched.",0,0
210,"Woman kissing each other is not a crime, but when a man kiss a woman is crime, o my Western nation you are so😡",0,0
211,My wife works in a super market the boss went up to her gave her a kiss on her lips and said what a great job you have been doing the sales went up this financial year but he did not give her a pay rise so my wife told me about him ...   one night after work as he closed the shop i grabbed him and broke his nose to teach him not to kiss my wife on the lips again,0,0
212,"Funny how we get apoplectic about a kiss, yet we castrate children with &#39;sex changes&#39; and no outrage. We are backwards. She could have pushed him away.",1,0
213,"They started it long time, now they decided to show it in public,its nosense at that level haaaa",0,0
214,How is he getting soo excited in a womans tournament untill the kiss i never knew that women had a worldcup 😅😅😅😅,0,0
215,Johnny S***?,0,0
216,This is sexual harassment...Taking advantage of the situation 😬,0,0
217,Ewwww...virus 🦠,1,0
218,Unacceptable behaviour of the person who is supposed to be a Mirror of the Nation.,0,0
219,RIDICULOUS,0,0
220,Should be arrested for sexual assualt. He is a creep,0,0
221,I need to read more about this incident but in the hest of celebration he kissed her on the lips . I do think it&#39;s been exaggerated<br> I&#39;ve seen male managers hugging and kissing players on the cheek or lips and nothing was said.,1,0
222,"How many people ask for consent to kiss a person ??? Come on, this is BULLSHIT !!! Rubiales kissed Hermoso out of delight and on the spur of the moment : it was not sexual !!! If you look at the footage, Hermoso is smiling from ear to ear immediately after being kissed. This whole thing is being sensationalised by the press for want of something better to publish..🤮🤮🤮",0,0
223,She slapped him there and then.  No controversy then.,0,0
224,We still need him sacked else boycott should gather momentum.,0,0
225,Just the grabbing of the head alone is assault.  He&#39;s a piece of shit,0,0
226,"Boss kissing a player on fhe lips bcos she hugged him in celebration? 😂 That&#39;s obviously inappropriate, im happy yeah but I don&#39;t want my boss kissing me 🤦🏾‍♀️",0,0
227,He let the moment get to him,0,0
228,Bro just say you are gay and all the feminists and strong independent women will support you. A straight white male is so offensive and considered a crime in the western culture.,0,0
229,"This is the issue when it comes to interactions with women ... Everything is sexual. Sex, sex, sex.<br><br>Maybe we go the muslim way and separate men from women physically.",0,0
230,"Yes, it was inappropriate, but it was done in full public view. An apology is all that was needed. Everybody seems to be out for blood these days. The guy made a fool of himself. That, along with an apology should be enough.",0,0
231,This will give her the legal payout her football career would never do,0,0
232,"However it was an over excitement, but that kiss was really hard",0,0
233,He should get fired!!!,1,0
234,"Football players have hugged and kissed for years when winning and scoring goals, too much political correctness these days, its no big deal if you can&#39;t handle it then bugger off.",0,0
235,"if he did that in front of camera and audience, I can only imagine what he does to them behind closed doors. What a disgusting animal",1,0
236,No one will say nothing if he kiss a gay🙄 but in this case everyone hate him.,1,0
237,FIRE THE IDIOT!!! IF YOU OR I DID THAT WE WOULD BE CHARGED NOT HAVE A 90 DAY SUSPENSION HES A CREEP AND PERVERT AND WETHER HE HAD PERMISSION OR NOT ITS SEXUAL ASSAULT AND HE NEEDS TOO BE REMOVED AND NEVER ALLOWED NEAR WOMEN OR TOO COACH WOMEN,0,0
238,"How do you know that in  a moment like that,<br>Someone is cool with being kissed and hugged like that? This is what is creepy about this guy.why does he think ,she was ok with this? This is exactly what women has being talking about  for centuries.",0,0
239,"Kisser has been suspended,<br>what about the &#39;kissee&quot;?<br>she did not resist",0,0
240,It&#39;s the agenda 😂😂😂. As they say; men will always be men 😂😂😂,0,0
241,"What a huge fuss about a moment of excitement. Watch these male footballers kissing -<br><a href=""https://www.youtube.com/watch?v=DjJ7npKWupw"">https://www.youtube.com/watch?v=DjJ7npKWupw</a>",0,0
242,Kick him out Crazy guy,0,0
243,This world is weird. Its ok to be a weirdo and show up in stadiums flashing your sexuality colours like LGBTQ 🏳️‍🌈 flags and shirts and corrupting young athletes and kids  its ok to do that but to give someone an innocent kiss out of excitement that is unacceptable and immoral I guess.,0,0
244,"He is the one the all Spanish people was so exactly sharring the great moment, Why we picked on him. Must some behind the seen just kick him off the position I guess.",0,0
245,"If ever a simple situation could have been cleared up with an honest and sincere applogie from Rubiales accepted by Hermoso this was it, instead everyone seems to want to escalate it out of all proportion, indeed taking a lot of the gloss from the ladies fantastic World Cup victory.",8,0
246,He didn&#39;t do anything - he  spontaneously kissed her!:,1,0
247,Lord knows l try to be a good person but sometimes I really cant stand people .,1,0
248,"You mob of slanted skewed half-witted body language ignorant imbeciles.<br>The body language is blindingly obvious that this is 2 people who know each other well, and more importantly are comfortable in each other&#39;s company; personal space.<br>Especially in such Joy of the ultimate success of any known sport. Football ⚽️ is THE SPORT of planet Earth 🌏.<br>Any body-language  Has-Been, could read what is going on.<br>As, please explain, the length of embrace, the raising of her; Jenny Hermoso, right leg during the embrace, the words spoken before the Kiss and then Jenny&#39;s equally spontaneous emotional response of her affectionate pat with both hands, on each side of his torso.<br>Importantly, Jenny&#39;s public response was an unqualified defence of Rubiales and to quote  Jenny &quot;it was a total spontaneous mutual gesture. &quot; &quot;The President and I have a great relationship, his behaviour has been outstanding  and it was a natural gesture of affection and gratitude.&quot; &quot;You cannot go over board with friendship and gratitude, we have won a World Cup...&quot;.",0,0
249,Why can we only see stills of the kiss.  Show the video of how she reacts at the time.,0,0
250,Can we fire Katy Perry too?,0,0
251,It doesn’t matter what her reaction was after the kiss.  The point is that he shouldn’t have kissed her on the lips,2,0
252,"so he is kissing number 11 and holding with her hand very up in the legs to number 22, and who knows what else not recorded...the audacity of defending himself.<br>but part of the problem is the other side, why the players are even laughing? why not pushing him away?<br>in my opinion also the players didn&#39;t behave corectly, they create an environment in which he feels he can continue doing it...",0,0
253,"I was watching the game no body even noticed what they talking about, It was not even intimate kiss, it was peck, but troll  somewhere in western countries, want to see every thing frame by frame, because they have nothing else to do,  it was not even close shut, by the way she was holding him thigh too, didn&#39;t mean malice, or sexuall, him too, it was celebration, I couldn&#39;t believe couple days of after when I hear it is a thing,",0,0
254,OMG HE DOES NOT EVEN KNOW IT IS BAD… NOI MORAL COMPAS PERSON,0,0
255,"It&#39;s hard to defend. If he has that little control that he does that in front of the cameras, I can&#39;t image his behavior behind them",2,0
256,"it&#39;s not just a &#39;world cup kiss&#39;, it&#39;s literally sexual harassment. Shouldn’t have taken this pressure, but  better now than never..",4,0
257,Shame on you old man...,0,0
258,"Absolute nonsense this,they want us to be robots",0,0
259,"he was happy in the moment, im sure didn&#39;t mean to do it.",0,0
260,The decline of civilization,0,0
261,BOYCOT FIFA.,0,0
262,People nowaday find problems for every stupid little thing.. emancipation was the worst mistake in human history,0,0
263,If the manager happened to be a trans woman they wouldn&#39;t dare say a word about it.,0,0
264,"this is complete Bullshit and its still Bullshit , even if you get dismissed for that in an office",0,0
265,This has completely detracted people away from Spains world cup win.,0,0
266,NO means NO!,1,0
267,"How many people kisses in spain as well as  another country, but you journalists made things more complex.",0,0
268,I don&#39;t blame him he should not,1,0
269,This is stupid the girl on the bus seems to have enjoyed it on the bus . She&#39;s showing her friends with a big smile on her face making fun of it .,1,0
270,"All that just for a kiss? Fuck her, her bc surley over 100, and u complain about a kiss.",0,0
271,"Why Jenni Hermosa changed her #10 shirt for a #11 shirt?  Is this a cheat, montage?",0,0
272,lets see the full video.....too harsh for the woke?,0,0
273,This guy knows how to turn a W into an L.,2,0
274,Latin/Hispanic culture deems this appropriate but we are forcing our values into others. Im sure the USWNT got them to do this,0,0
275,"if this hadnt happened, no one wouldve known that there was a womans world cup lol",0,0
276,"they want us to be like robots, never able to express any genuine emotion. Yes we should just use a handshake to celebrate after winning the fkin world cup.",0,0
277,That kiss is the Kiss of dragon😅😂,0,0
278,What a sick pervert he is,0,0
279,Didn&#39;t give her an opportunity to move her head away. Weren&#39;t the others pretty enough?,0,0
280,Strange world!!😳🙊🙉🙈,1,0
281,You people are just funny 😂🤦🏻‍♂️😂🤦🏻‍♂️😂🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️😂🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️😂🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️😂,1,0
282,"In the footage she lifted him &amp; he then lifts his legs, what&#39;s more interesting is her lifting one leg like when a girl is smitten by a kiss in the old days would lift their one leg as being kissed exactly what she did I&#39;m not saying he is right but why aren&#39;t they looking at that part of the body language.............................",0,0
283,"Lets try a diffrent idea, if the coach was a woman and did this. Would the reaction been the same? Be true to your self when you answer",0,0
284,"Forgiveness.  Forgive because God forgave you girl , you are a sinner too.  Petty offense.",0,0
285,I noticed he didn&#39;t grab his crotch aggressively after proclaiming he would not quit five times.,0,0
286,Johnny sin now in football?,0,0
287,No video just stills,0,0
288,"From now on, every woman I am going to have sex with, I will ask her three times if there is consent. Also she has to sign a consent-affidavit and her consent will be recorded also. During intercourse we will take a consent-break to talk it over again. Sign another affidavit, record her consent-statement again. Quickly call in my neighbor as a consent-witness. This way I can hump and bump any woman I want without a problem.",0,0
289,Many deaths in spain.Please see it again.Thanks.,1,0
290,Lol. Precious. Another cow making a feminist move,0,0
291,"Ridiculous. Bam all immigrants who are here and are proper sexual predators. .if she was out in pub and it happened ,they wouldn’t be a word said.",0,0
292,"<a href=""http://www.youtube.com/results?search_query=%23sportsarentworthit"">#sportsarentworthit</a>",1,0
293,And if he Kissed a Male???  Interesting times.........,1,0
294,"You lot have lost your minds,if you even had one in the first place.",1,0
295,"Her reaction is not one of repulsion, her hand/arm is in a near embrace not in the act of shoving him off. She might have been surprised but not offended.Give it a rest",5,0
296,"Jesus H....Talk about going ott with it all.<br>Ok, not the right thing to do, but the guy got carried away with the moment and to crucify him in the way that he is, is ridiculous and they really need to get over themselves and get a life.<br>Talk about &quot;milking it for all it is worth&quot;, ffs.<br>Typical PC Brigade gone nuts.",0,0
297,"Terrible sexual assault on an underage young teen just bcoz he is chief of football, he got no right to force a full mouth kiss... it&#39;s a mental torture bcoz who knows tats a virgin kiss for a young teen.",0,0
298,They do this purposely. It’s a waste of time. The whole of Europe promotes Racism and Sexual Acts. They do it arcoding to the Agenda…….Sexual acts on TV. Obviously why is there no WOMEN COACHING THE WOMEN. If they say WOMEN RULE THE WORLD…..why is there a MAN there. Layers Playing a Sexual casino rolling a SEXUAL dyse on table for people. Dirty. <br><br><br>There is a couple of man who enjoy in between the crowd. Through the noise how are we going to know if it’s 👎or👍,0,0
299,"Just a different opinion to you guys.<br>I am a Christian care worker, absolutely faithful to my wonderful husband, never lay an eye on another man.<br>One time it happened that I almost kissed my male boss in exactly the same manner as this guy kissed this woman. I was among my colleagues in the build a bear shop toyshop where I worked, and I have just found out that we won the charity collection for puddsy bear, and we got invitation to the live show on bbc. I was so happy, I grabbed my boss in front of everybody, I said to him&#39; I love you&#39;, and I almost kissed him, when the girl next to me grabbed me, what are you doing? It was the boss&#39;s girlfriend. They laughed it off, and it was really an untought act of extreme joy expressed itself. I never realised what I was doing. In full honesty. <br><br>But also the dame thing happened to me, twice in fact. One in a workplace, one on my engagement party in front of everyone. Someone grabbed me, and gave me a big smootch, when a happy news was announced. These were ladies, and I was so shokked, cos it was in very serious work environment, the other happened in front of my family. Oh yes, it happened once in church as well, by a friend, in front of her husband, who is very Conservative. I really don&#39;t think much of this, although I don&#39;t know, but to me it seems that only the innocent extreme pure joy overtook this man, and he didn&#39;t even realise it. I feel for him. We judge him before we asked him. Of course I would hate this to happen to my husband, but this act can really be just joy overtaken the person, and no motive behind it. I know, it&#39;s hard to believe.",0,0
300,FIFA should be liable and they have to pay! Clear case of favoritism and harassment! We have to stop it and make all of them liable!,1,0
301,Jenni was smiling after kiss.,3,0
302,Snowflakes 😂😂,0,0
303,This is absolutly ridiculous!!! Stand strong Rubiales!!!!!!!,2,0
304,He is a sick individual.<br>He does not know that this behavior is not acceptable. He needs to be fired.,0,0
305,I guess its time to re-instate COVID-like social distancing between the sexes (or everyone).,0,0
306,The mass delusional-hysterical illness continues to spread across the Western world....,0,0
307,"There was nothing right about that kiss but considered sexual assault is a stretch in my opinion.  The overwhelming reaction and backlash from the populous and team members clearly reveals that his behavior has likely been unacceptable in the past.  His egotistical grandstanding and belligerence say something about his lack of respecting boundaries.  Had he been humble and apologetic immediately, he might have saved himself.",4,0
308,Woke cancel culture outrage. Any guy who supports this witch hunt should surrender their testicles immediately 🤣,2,0
309,"Most videos of this kiss are not showing her approach the guy, pull him into her body and lift him completely off his feet, before he hugs and kisses her. Is she also guilty of sending out wrong messages ?",1,0
310,"This comment section is disgusting. So many people comparing instances, calling a woman a cry baby, and how the coach should sue? This has nothing to do with any previous bias anyone has. This is about that woman getting inappropriate affection from a man she didn&#39;t &quot;fancied&quot; , it&#39;s literally the definition of sexual harassment. The fact so many men are defending it, shows why woman constantly have to deal with harassment @ work. Sad.",0,0
311,Hang on !!! If his kiss  was inappropriate then EVERYONE  that kissed or embraced any of the winning team members WITHOUT their explicit consent were acting inappropriately !!!! <br><br>This is the insanity of the “ me too “ movement and feminist logic . If any of that conduct was inappropriate then all of it was but nobody else is being targeted for dismissal including all the women kissing and embracing the winning team . <br><br>It’s just hypocrisy.,1,0
312,"if Jenni were to be my wife, I would be excited she got kissed for being the highest goal scorer. And who cares? It is football. Women must learn to accept the game as it is and stop making a mountain out of molehill.",0,0
313,"with these kind of shenenigans going on, the question u should be asking before that is is these woman even qualified to be where she is,i mean no one cares if she won the gold medal, shes 33 years old, by that age most professional/ elite footballers would have been past their prime,if that ur first achievement as a profession athelete winning some stupid world cup soccer womens league medal that no one cares about....<br><br>if this guy and that woman are that intimate, its obvious they know each other more than just the acquaintance or stranger....no one in their right mind would do that,kiss some stranger on the mouth unless they want to be sued to hell and back.....<br><br>so the question begs, what is her relationship and this dude????",0,0
314,"Men must always respect women.  And when this respect does not occure, proper punishment must be imposed.  So what is proper for an unwanted kiss?",0,0
315,"The framing of this story will lead to very little by way of meaningful change or learning. <br><br>I’ve scoured the web for an actual video of what happened, and it appears impossible or exceedingly difficult to see it. <br><br>And instead of having a conversation about consent and controlling one’s urges, recognizing personal autonomy, we debate whether he “should be” fired or not. Way to completely change the topic, humans!",0,0
316,GIVE THAT MAN A RISE 👍👍👍👍👍👍👍👍👍👍👍👍👍😘😘😘😘,0,0
317,so where is the footage of all this? just carefuly framed pictures? i hear that she had her arms around him?,0,0
318,"Very interesting that not a single comment in support of Rubiales can be found on the top comments here, it being the internet, you&#39;d expect at least one degenerate comment, it would appear there actually is a line after all, very heartwearming.",0,0
319,"What a fkd up world we live in when a kiss from a man to a woman who were both extatic after winning the world cup, I wonder if there would be the same outrage if it was a trans woman he kissed, the same trans woman that are competing in women&#39;s sports and fighting for the right to use womens toilets,fkn silence from the same people who are witch hunting a biological born man who has kissed a biological born women in celebration of winning the world cup, and she didn&#39;t turn away or show her NEWFOUND disgust, like I said biological born MEN are competing in women&#39;s sports, using women&#39;s toilets, and you&#39;se are silent, fkn hypocrites.",1,0
320,Nietzsche&#39;s last man has arrived.,0,0
321,No one is talking about him trying to tap her ass.,1,0
322,"Women&#39;s Football is turning into a circus with the entitled players as the clowns. Their is a big difference between sexual harassment, abuse and what Luis Rubiales did when showing his understandable excitement at his country winning the world cup. Sadly a lot of to Media personalities and Sporting stars of today just want to cause as much harm and trouble to peoples careers in a sad attempt to grab headlines. Until Governments and organisations take a stand we are on a very slippery slope.",0,0
323,"&quot;forcibly kissing ........&quot;, and you call yourself a &quot;Reporter&quot;?",0,0
324,"uuuuhhhhhhhhh i dunno what u want me to say........yes its creepy its outrageous, this guy is probably a full blown narcissists,but its just a kiss.......<br><br>man if this guy pulled out a gun and shot her or someone right there and then, the world especially the women would be less outraged.....lmao!!!!!",0,0
325,Why is it always women 😅. Like damn 😂,1,0
326,Shouldve drug tested him  ..,0,0
327,This man is disgusting . He needs to be fired. His actions are offensive at best,0,0
328,Thing is she put her arms around him while he kissed her so she should be done for sexual assault as well if its that big of a deal .,1,0
329,She had a big smile on her face after he kissed her......I&#39;m not defending what he did I&#39;m questioning why she was so happy then raised an issue does anyone know?,4,0
